,imdbid,year,rating,id,title,Wikipedia movie ID,Freebase movie ID,Movie name,Movie box office revenue,Movie runtime,result,genres,countries,languages,female_actor_ratio,male_actor_ratio,female_actresses,male_actors
2549,113321.0,1995,3,4904,Home for the holidays,3077087,/m/08pv2d,Home for the Holidays,17518220.0,104.0,1,"Romantic comedy, Screwball comedy, Comedy-drama, Drama, Comedy, Romance Film",United States of America,English Language,0.6,0.4,6,4
2550,112896.0,1995,3,5084,Dracula: Dead and Loving It,650540,/m/02_lmb,Dracula: Dead and Loving It,10772144.0,88.0,1,"Parody, Horror, Absurdism, Comedy, Slapstick, Horror Comedy",France,English Language,0.2727272727272727,0.7272727272727273,3,8
2551,235133.0,1995,1,5199,Ringu Kanzenban,21081563,/m/05c1r9g,Ring: Kanzenban,,,0,Japanese Movies,Japan,,,,0,1
2552,112857.0,1995,1,5317,Devil in a Blue Dress,4306224,/m/0bw6fj,Devil in a Blue Dress,16140822.0,101.0,0,"Thriller, Crime Fiction, Detective fiction, Detective, Mystery, Period piece, Drama, Film adaptation, Crime Thriller, Neo-noir",United States of America,English Language,0.3333333333333333,0.6666666666666667,4,8
2553,112682.0,1995,3,5596,"City of Lost Children, The",472652,/m/02dpl9,The City of Lost Children,,110.0,1,"Science Fiction, Fantasy Adventure, Future noir, Adventure, World cinema, Escape Film, Fantasy, Film noir, Dystopia, Drama, Steampunk, Comedy",France,"French Language, Cantonese",0.2,0.8,2,8
2554,142243.0,1995,2,5655,Dragon Ball Z: Wrath of the Dragon,1955275,/m/068qkb,"Dragon Fist Explosion!! If Gokū Can't Do It, Who Will?",,51.0,0,Japanese Movies,Japan,"Japanese Language, English Language",0.3076923076923077,0.6923076923076923,4,9
2555,112281.0,1995,0,5710,Ace Ventura: When Nature Calls,537416,/m/02mvb2,Ace Ventura: When Nature Calls,212385533.0,100.0,0,"Detective fiction, Adventure, Detective, Mystery, Gross-out film, Comedy, Gross out, Action, Slapstick",United States of America,English Language,0.1111111111111111,0.8888888888888888,1,8
2556,112870.0,1995,3,5728,Dilwale Dulhania Le Jayenge,274258,/m/01p3ty,Dilwale Dulhania Le Jayenge,,183.0,1,"Coming of age, World cinema, Musical, Drama, Comedy, Romantic drama, Family Film, Romance Film, Bollywood",India,"Hindi Language, Punjabi language, English Language, Urdu Language",0.5833333333333334,0.41666666666666663,7,5
2557,113540.0,1995,3,5771,Kids,615418,/m/02ww1t,Kids,20412216.0,91.0,1,"Crime Fiction, Coming of age, Drama, Indie, Teen",United States of America,English Language,0.42857142857142855,0.5714285714285714,3,4
2558,112819.0,1995,3,5812,Dead Presidents,692670,/m/0337y9,Dead Presidents,24147179.0,119.0,1,"Crime Fiction, Heist, Adventure, Crime Drama, Period piece, Drama, War film, Action, Thriller",United States of America,English Language,0.2,0.8,2,8
2559,113071.0,1995,2,5816,First Knight,1179416,/m/04dxrl,First Knight,127600435.0,133.0,0,"Adventure, Costume drama, Costume Adventure, Period piece, Fantasy, Drama, Romantic drama, Romance Film",United States of America,English Language,0.09090909090909091,0.9090909090909091,1,10
2560,113305.0,1995,3,5823,Higher Learning,695435,/m/033gkt,Higher Learning,38000000.0,128.0,1,"LGBT, Ensemble Film, Drama",United States of America,English Language,0.4,0.6,8,12
2561,113189.0,1995,3,6251,GoldenEye,268833,/m/01npcx,GoldenEye,356400000.0,130.0,1,"Thriller, Action Thrillers, Adventure, Action/Adventure, Glamorized Spy Film, Action, Spy",United States of America,"Russian Language, English Language, Spanish Language",0.3888888888888889,0.6111111111111112,7,11
2562,114057.0,1995,2,6544,Othello,5920233,/m/0fdlc6,Othello,2844379.0,125.0,0,"Costume drama, Drama, Epic, Film adaptation",United States of America,English Language,0.21428571428571427,0.7857142857142857,3,11
2563,112851.0,1995,1,6625,Desperado,639796,/m/02zkjw,Desperado,25405445.0,184.0,0,"Crime Fiction, Thriller, Gangster Film, Western, Drama, Comedy, Action",United States of America,English Language,0.1,0.9,1,9
2564,114095.0,1995,3,6912,Party Girl,101384,/m/0prcz,Party Girl,,94.0,1,"Libraries and librarians, Indie, Comedy",United States of America,English Language,0.4444444444444444,0.5555555555555556,4,5
2565,113918.0,1995,3,7073,Nadie hablara de nosotras cuando hayamos muerto,15930137,/m/03qh5yl,Nobody Will Speak of Us When We're Dead,,104.0,1,"Crime Fiction, Black comedy, Thriller, Drama",Spain,Spanish Language,0.4,0.6,2,3
2566,112431.0,1995,3,7364,Babe,142421,/m/011ydl,Babe,254134910.0,89.0,1,"Adventure, Comedy-drama, Drama, Comedy, Fantasy, Family Film",United States of America,English Language,0.5,0.5,6,6
2567,112922.0,1995,3,7388,El dia de la bestia,2708736,/m/07zc2f,The Day of the Beast,,104.0,1,"Black comedy, Horror, Comedy, Horror Comedy",Spain,"Italian Language, Spanish Language",0.6,0.4,3,2
2568,114852.0,1995,3,7547,Village of the Damned,1721255,/m/05r1q4,Village of the Damned,9417567.0,98.0,1,"Thriller, Science Fiction, Horror",United States of America,English Language,0.5454545454545454,0.4545454545454546,6,5
2569,114689.0,1995,3,7568,Catnapped! The Movie,11645273,/m/02rmkgr,Catnapped!,,77.0,1,"Anime, Japanese Movies",Japan,Japanese Language,0.6666666666666666,0.33333333333333337,2,1
2570,113972.0,1995,3,7651,Nick of Time,1881878,/m/063dp0,Nick of Time,8175346.0,88.0,1,"Thriller, Crime Fiction, Psychological thriller, Short Film, Drama, Suspense, Crime Thriller",United States of America,English Language,0.3333333333333333,0.6666666666666667,3,6
2571,114671.0,1995,1,7663,Land and Freedom,1915220,/m/065v29,Land and Freedom,228800.0,109.0,0,"Drama, Political drama, War film",Spain,"English Language, Spanish Language",0.5,0.5,1,1
2572,113083.0,1995,3,7702,La flor de mi secreto,4289049,/m/0bv9hq,The Flower of My Secret,1032180.0,100.0,1,"Romantic drama, Romance Film, Drama, World cinema",France,"French Language, Spanish Language",0.6666666666666666,0.33333333333333337,6,3
2573,113118.0,1995,2,7791,Friday,169788,/m/016rw2,Friday,28215918.0,92.0,0,"Buddy film, Comedy-drama, Cult, Drama, Comedy, Coming of age, Stoner film",United States of America,English Language,0.35714285714285715,0.6428571428571428,5,9
2574,114694.0,1995,3,7805,Tommy Boy,817516,/m/03dxs5,Tommy Boy,32679899.0,97.0,1,"Adventure, Buddy film, Comedy, Slapstick",United States of America,English Language,0.2,0.8,2,8
2575,113492.0,1995,3,7892,Judge Dredd,2408918,/m/07b1gq,Judge Dredd,113493481.0,96.0,1,"Crime Fiction, Thriller, Science Fiction, Superhero movie, Superhero, Action/Adventure, Action",United States of America,English Language,0.2777777777777778,0.7222222222222222,5,13
2576,113737.0,1995,1,8442,Magic in the Water,5787130,/m/0f4k05,Magic in the Water,,98.0,0,"Adventure, Children's/Family, Family Drama, Fantasy, Children's Fantasy, Drama, Family Film",United States of America,English Language,0.125,0.875,1,7
2577,112818.0,1995,3,8451,Dead Man Walking,6707631,/m/0gjk1d,Dead Man Walking,83088295.0,122.0,1,"Crime Fiction, Drama",United States of America,English Language,0.3157894736842105,0.6842105263157895,6,13
2578,112461.0,1995,1,8526,"Basketball Diaries, The",3182907,/m/08xnxg,The Basketball Diaries,2424439.0,103.0,0,"Crime Fiction, Biography, Indie, Biopic [feature], Addiction Drama, Sports, Coming of age, Film adaptation, Drama, Teen",United States of America,English Language,0.25,0.75,3,9
2579,114702.0,1995,1,8539,Total Eclipse,803786,/m/03d7p0,Total Eclipse,340139.0,110.0,0,"LGBT, Biography, Indie, Biopic [feature], Gay, Period piece, Gay Interest, Drama, Gay Themed, Romance Film, Biographical film, Erotic Drama",France,English Language,0.4,0.6,2,3
2580,111359.0,1995,1,8919,Tall Tale,958920,/m/03tflm,Tall Tale,11047627.0,98.0,0,"Western, Fantasy",United States of America,English Language,0.14285714285714285,0.8571428571428572,1,6
2581,113627.0,1995,2,8923,Leaving Las Vegas,54160,/m/0f4vx,Leaving Las Vegas,32029928.0,110.0,0,"Tragedy, Erotica, World cinema, Addiction Drama, Drama, Film adaptation, Romantic drama, Romance Film, Indie",United States of America,"Russian Language, English Language",0.5,0.5,5,5
2582,110006.0,1995,0,8930,Heavyweights,1039561,/m/040ntm,Heavy Weights,17689177.0,100.0,0,"Family Film, Comedy-drama, Comedy, Slapstick",United States of America,English Language,0.17647058823529413,0.8235294117647058,3,14
2583,112966.0,1995,0,9064,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1076211,/m/043vvr,The Englishman Who Went Up a Hill But Came Down a Mountain,10904930.0,95.0,0,"Period piece, Comedy of manners, Comedy",United Kingdom,English Language,0.14285714285714285,0.8571428571428572,1,6
2584,114885.0,1995,2,9104,Waiting To Exhale,972970,/m/03vny7,Waiting to Exhale,81452156.0,121.0,0,"Ensemble Film, Female buddy film, Comedy-drama, Drama, Comedy, Romantic drama, Romance Film",United States of America,English Language,0.42857142857142855,0.5714285714285714,6,8
2585,113442.0,1995,1,9230,It Takes Two,4446490,/m/0c2x61,It Takes Two,19474589.0,101.0,0,"Family Film, Comedy",United States of America,English Language,0.7142857142857143,0.2857142857142857,5,2
2586,114287.0,1995,0,9588,Rob Roy,701781,/m/033_m2,Rob Roy,31596911.0,139.0,0,"Swashbuckler films, Costume drama, Action/Adventure, Period piece, History, War film, Drama, Biographical film, Action, Romance Film",United States of America,English Language,0.2,0.8,2,8
2587,121401.0,1995,2,9958,Indira,3863333,/m/0b3wxm,Indira,,137.0,0,"Drama, Tamil cinema",India,Tamil Language,0.2,0.8,1,4
2588,110443.0,1995,0,10039,Major Payne,1553207,/m/059vwy,Major Payne,30112050.0,97.0,0,"Family Film, Comedy",United States of America,English Language,0.1111111111111111,0.8888888888888888,1,8
2589,112757.0,1995,1,10179,"Cure, The",1756460,/m/05tjh8,The Cure,2588429.0,98.0,0,"LGBT, Buddy film, Adventure, Family Drama, Drama, Comedy, Coming of age, Family Film",United States of America,English Language,0.4444444444444444,0.5555555555555556,4,5
2590,113862.0,1995,3,10198,Mr. Holland&#39;s Opus,171076,/m/016z98,Mr. Holland's Opus,106269971.0,130.0,1,"Inspirational Drama, Family Film, Drama, Musical, Family Drama",United States of America,"English Language, American Sign Language",0.5,0.5,7,7
2591,112442.0,1995,1,10281,Bad Boys,673613,/m/031t49,Bad Boys,141407024.0,119.0,0,"Thriller, Crime Fiction, Buddy film, Buddy cop, Action/Adventure, Drama, Comedy, Action",United States of America,English Language,0.3125,0.6875,5,11
2592,113228.0,1995,3,10697,Grumpier Old Men,1934035,/m/0676dr,Grumpier Old Men,71518503.0,101.0,1,"Romantic comedy, Buddy film, Comedy",United States of America,"Italian Language, English Language",0.5555555555555556,0.4444444444444444,5,4
2593,112760.0,1995,1,10715,Cutthroat Island,649120,/m/02_gjg,Cutthroat Island,18517322.0,118.0,0,"Action/Adventure, Swashbuckler films, Costume Adventure, Adventure, Costume drama",United States of America,English Language,0.1111111111111111,0.8888888888888888,1,8
2594,112740.0,1995,0,10883,Crimson Tide,1317604,/m/04sg0b,Crimson Tide,157387195.0,123.0,0,"Thriller, Action Thrillers, Action/Adventure, Drama, War film, Action",United States of America,English Language,,,0,16
2595,113362.0,1995,3,10992,Le hussard sur le toit,4637428,/m/0cdwjp,The Horseman on the Roof,23187984.0,133.0,1,"Adventure, World cinema, Costume Adventure, Drama, Romantic drama, Romance Film",France,"French Language, Italian Language",0.35294117647058826,0.6470588235294117,6,11
2596,116684.0,1996,3,111,Jane Eyre,2648735,/m/07v7sl,Jane Eyre,5200601.0,116.0,1,"World cinema, Costume drama, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",France,"French Language, English Language",0.7142857142857143,0.2857142857142857,10,4
2597,117723.0,1996,1,129,Spy Hard,2043990,/m/06h5k7,Spy Hard,26960191.0,95.0,0,"Parody, Crime Fiction, Action/Adventure, Comedy, Action, Spy",United States of America,English Language,0.2962962962962963,0.7037037037037037,8,19
2598,117951.0,1996,2,137,Trainspotting,105434,/m/0qf2t,Trainspotting,72000000.0,94.0,0,"Crime Fiction, Buddy film, Indie, Comedy-drama, Addiction Drama, Cult, Drama, Comedy, Film adaptation, Black comedy",United Kingdom,English Language,0.28,0.72,7,18
2599,115736.0,1996,3,182,Bound,249838,/m/01l25p,Bound,3802260.0,108.0,1,"Thriller, Crime Fiction, Gangster Film, Indie, LGBT, Erotic thriller, Drama, Crime Thriller, Neo-noir",United States of America,English Language,0.4444444444444444,0.5555555555555556,4,5
2600,117008.0,1996,3,369,Matilda,675935,/m/03209l,Matilda,61405356.0,98.0,1,"Family Film, Fantasy, Comedy",United States of America,English Language,0.5,0.5,7,7
2601,115759.0,1996,0,431,Broken Arrow,524813,/m/02lgqm,Broken Arrow,150270147.0,108.0,0,"Action/Adventure, Thriller, Action, Spy",United States of America,English Language,0.1,0.9,1,9
2602,117705.0,1996,1,435,Space Jam,265033,/m/01n8hp,Space Jam,,83.0,0,"Science Fiction, Adventure, Children's/Family, Animation, Sports, Alien Film, Fantasy, Comedy, Family Film",United States of America,English Language,0.18181818181818182,0.8181818181818181,4,18
2603,116629.0,1996,3,444,Independence Day,52389,/m/0ds2n,Independence Day,817400891.0,153.0,1,"Thriller, Action/Adventure, Science Fiction, Action",United States of America,English Language,0.22727272727272727,0.7727272727272727,5,17
2604,117060.0,1996,1,445,Mission: Impossible,724258,/m/035w2k,Mission: Impossible,457696359.0,110.0,0,"Thriller, Action/Adventure, Action, Spy",United States of America,"French Language, Czech Language, English Language",0.2857142857142857,0.7142857142857143,4,10
2605,116367.0,1996,1,448,From Dusk Till Dawn,447299,/m/029k4p,From Dusk Till Dawn,25836616.0,107.0,0,"Crime Fiction, Cult, Horror, Supernatural, Action/Adventure, Satire, Thriller, Horror Comedy, Crime Thriller, Action, Comedy",United States of America,"English Language, Spanish Language",0.2,0.8,3,12
2606,115798.0,1996,1,449,"Cable Guy, The",885776,/m/03lrht,The Cable Guy,102825796.0,96.0,0,"Thriller, Media Satire, Comedy-drama, Cult, Satire, Drama, Comedy, Black comedy",United States of America,"French Language, English Language",0.3125,0.6875,5,11
2607,117420.0,1996,0,525,"Quest, The",2116383,/m/06n6yx,The Quest,57400547.0,95.0,0,"Action/Adventure, Thriller, Action, Martial Arts Film, Period piece",United States of America,English Language,0.125,0.875,1,7
2608,116130.0,1996,0,535,Down Periscope,643850,/m/02zzbh,Down Periscope,37553752.0,92.0,0,"Comedy, Slapstick",United States of America,English Language,0.07692307692307693,0.9230769230769231,1,12
2609,117571.0,1996,3,649,Scream,113549,/m/0sy44,Scream,173046663.0,103.0,1,"Crime Fiction, Mystery, Horror",United States of America,English Language,0.3333333333333333,0.6666666666666667,6,12
2610,113649.0,1996,3,741,Libertarias,5698250,/m/0d_r5g,Libertarias,,202.0,1,"Historical fiction, Drama, Political drama, War film",Spain,Spanish Language,1.0,0.0,4,0
2611,116493.0,1996,3,760,Harriet the Spy,9366011,/m/02862zk,Harriet the Spy,26570048.0,102.0,1,"Adventure, Comedy-drama, Drama, Comedy, Family Film, Spy",United States of America,English Language,0.7,0.30000000000000004,7,3
2612,116308.0,1996,3,881,Fire,1788713,/m/05x0xs,Fire,,104.0,1,"LGBT, Indie, World cinema, Drama, Romantic drama, Romance Film, Bollywood, Art film",India,"Hindi Language, English Language",0.4,0.6,2,3
2613,116313.0,1996,3,912,"First Wives Club, The",2018921,/m/06fhhh,The First Wives Club,181490000.0,102.0,1,"Romantic comedy, Buddy film, Screwball comedy, Comedy of manners, Comedy, Romance Film, Feminist Film",United States of America,English Language,0.55,0.44999999999999996,11,9
2614,116594.0,1996,3,970,I Shot Andy Warhol,435566,/m/0286vp,I Shot Andy Warhol,1875527.0,103.0,1,"LGBT, Crime Fiction, Biography, Indie, Period piece, Drama, Biopic [feature], Feminist Film",United States of America,English Language,0.35714285714285715,0.6428571428571428,5,9
2615,116418.0,1996,3,977,Girls Town,10508900,/m/02qg790,Girls Town,,90.0,1,"Drama, Comedy, Indie",United States of America,English Language,0.5,0.5,2,2
2616,116353.0,1996,3,981,Foxfire,903297,/m/03nfc4,Foxfire,,102.0,1,"LGBT, Crime Fiction, Indie, Coming of age, Film adaptation, Drama, Teen",United States of America,English Language,0.5384615384615384,0.46153846153846156,7,6
2617,116361.0,1996,3,1010,Freeway,854942,/m/03hjys,Freeway,295493.0,98.0,1,"Thriller, Crime Fiction, Indie, Drama, Comedy, Crime Thriller, Black comedy",United States of America,English Language,0.4166666666666667,0.5833333333333333,5,7
2618,116908.0,1996,3,1340,"Long Kiss Goodnight, The",690042,/m/03305j,The Long Kiss Goodnight,89456761.0,120.0,1,"Thriller, Crime Fiction, Action/Adventure, Mystery, Drama, Suspense, Action Thrillers, Action",United States of America,English Language,0.35294117647058826,0.6470588235294117,6,11
2619,116931.0,1996,3,1343,Love and Other Catastrophes,7444251,/m/0kv7q4,Love and Other Catastrophes,431000.0,79.0,1,"LGBT, Romantic comedy, Comedy-drama, Indie, Ensemble Film",Australia,English Language,0.5,0.5,3,3
2620,116477.0,1996,1,1233,Hamlet,101398,/m/0prh7,Hamlet,4708156.0,238.0,0,"Costume drama, Period piece, Drama, Film adaptation",United States of America,English Language,0.16,0.84,4,21
2621,117477.0,1996,1,1099,Ridicule,234827,/m/01j3xp,Ridicule,2503829.0,103.0,0,"Romantic comedy, World cinema, Comedy of manners, Period piece, Drama, Comedy, Romantic drama, Romance Film",France,French Language,0.23076923076923078,0.7692307692307692,3,10
2622,117110.0,1996,1,1129,Muppet Treasure Island,1458752,/m/05351g,Muppet Treasure Island,34327391.0,95.0,0,"Adventure, Children's/Family, Musical, Children's, Comedy, Music, Family Film, Family-Oriented Adventure",United States of America,English Language,0.09090909090909091,0.9090909090909091,1,10
2623,115963.0,1996,3,1156,"Craft, The",86533,/m/0lwff,The Craft,,101.0,1,"Fantasy, Horror, Teen, Supernatural",United States of America,English Language,0.6666666666666666,0.33333333333333337,10,5
2624,116225.0,1996,1,1428,Escape from L.A.,699609,/m/033v5p,John Carpenter's Escape from L.A.,42277365.0,101.0,0,"Thriller, Cult, Science Fiction, Action/Adventure, Action, Dystopia",United States of America,English Language,0.3333333333333333,0.6666666666666667,4,8
2625,116329.0,1996,3,1569,Fly Away Home,66841,/m/0hmk4,Fly Away Home,25143818.0,107.0,1,"Drama, Family Film, Family Drama, Coming of age, Adventure",United States of America,English Language,0.42857142857142855,0.5714285714285714,6,8
2626,115433.0,1996,3,1172,101 Dalmatians,179326,/m/018gq3,101 Dalmatians,320689294.0,103.0,1,"Adventure, Remake, Children's, Drama, Comedy, Family Film",United States of America,"English Language, Spanish Language",0.2727272727272727,0.7272727272727273,3,8
2627,116552.0,1996,1,1087,Homeward Bound II: Lost in San Francisco,5207131,/m/0d7vdj,Homeward Bound II: Lost in San Francisco,,89.0,0,"Adventure, Children's/Family, Animal Picture, Children's, Drama, Comedy, Family Film, Family-Oriented Adventure",United States of America,English Language,0.3333333333333333,0.6666666666666667,4,8
2628,117998.0,1996,3,1082,Twister,303933,/m/01s7w3,Twister,494471524.0,113.0,1,"Action/Adventure, Disaster",United States of America,English Language,0.29411764705882354,0.7058823529411764,5,12
2629,116705.0,1996,1,1722,Jingle All the Way,1244836,/m/04lq39,Jingle All the Way,183000000.0,89.0,0,"Children's/Family, Holiday Film, Christmas movie, Children's, Comedy, Family Film, Domestic Comedy",United States of America,English Language,0.23076923076923078,0.7692307692307692,3,10
2630,116293.0,1996,3,1791,Female Perversions,30306989,/m/04j2rlx,Female Perversions,,114.0,1,"Erotic Drama, Indie, Drama, Romantic drama, Romance Film, Feminist Film",United States of America,English Language,0.8181818181818182,0.18181818181818177,9,2
2631,117765.0,1996,3,1818,Striptease,18943833,/m/01r97z,Striptease,113309743.0,115.0,1,"Crime Fiction, Sex comedy, Erotica, Satire, Drama, Comedy, Film adaptation, Crime Thriller",United States of America,English Language,0.47368421052631576,0.5263157894736843,9,10
2632,116282.0,1996,2,1852,Fargo,142430,/m/011yhm,Fargo,60611975.0,97.0,0,"Crime Fiction, Thriller, Indie, Drama, Comedy, Black comedy, Neo-noir",United States of America,English Language,0.2,0.8,2,8
2633,115580.0,1996,3,1859,"Associate, The",2899225,/m/08b3lp,The Associate,12844057.0,114.0,1,Comedy,United States of America,English Language,0.4666666666666667,0.5333333333333333,7,8
2634,116692.0,1996,3,2106,Beyond Silence (Jenseits der Stille),12259086,/m/02vxykh,Beyond Silence,,109.0,1,"Drama, World cinema",Germany,German Language,0.5,0.5,4,4
2635,117603.0,1996,3,2154,Set It Off,682257,/m/032knp,Set It Off,41590886.0,120.0,1,"LGBT, Crime Fiction, Buddy film, Adventure, Heist, Action/Adventure, Drama, Crime Thriller, Action, Thriller",United States of America,English Language,0.5454545454545454,0.4545454545454546,6,5
2636,116442.0,1996,3,2208,Grace of my heart,6004372,/m/0fk60h,Grace of My Heart,617632.0,116.0,1,"Film à clef, Period piece, Musical, Drama, Comedy, Feminist Film, Musical Drama, Indie",United States of America,English Language,0.46153846153846156,0.5384615384615384,6,7
2637,116191.0,1996,3,2221,Emma,2654649,/m/07vpt_,Emma,,107.0,1,Costume drama,United Kingdom,English Language,0.6,0.4,6,4
2638,116209.0,1996,3,2449,"English Patient, The",101954,/m/0pv3x,The English Patient,231976425.0,155.0,1,"War film, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",United States of America,"Arabic Language, Italian Language, German Language, English Language",0.25,0.75,4,12
2639,117718.0,1996,3,2885,"Spitfire Grill, The",3123636,/m/08sytx,The Spitfire Grill,12643776.0,116.0,1,"Christian film, Melodrama, Drama, Indie",United States of America,English Language,0.5555555555555556,0.4444444444444444,5,4
2640,117057.0,1996,3,2937,"Mirror Has Two Faces, The",3105139,/m/08rr3p,The Mirror Has Two Faces,73052428.0,127.0,1,"Romantic comedy, Melodrama, Comedy-drama, Remake, Drama, Comedy, Romantic drama, Romance Film",United States of America,English Language,0.6428571428571429,0.3571428571428571,9,5
2641,117797.0,1996,3,3017,Swallowtail Butterfly,3507235,/m/09h80x,Swallowtail Butterfly,,147.0,1,Japanese Movies,Japan,"Japanese Language, English Language, Standard Mandarin, Mandarin Chinese",0.3333333333333333,0.6666666666666667,2,4
2642,117887.0,1996,3,3023,That Thing You Do!,102026,/m/0pvms,That Thing You Do!,34585416.0,108.0,1,"Romantic comedy, Comedy-drama, Musical, Period piece, Drama, Comedy",United States of America,English Language,0.20833333333333334,0.7916666666666666,5,19
2643,115744.0,1996,3,3038,Brassed Off,1265864,/m/04ngxk,Brassed Off,,103.0,1,"Romantic comedy, Ensemble Film, Social problem film, Indie, Comedy-drama, Comedy, Romance Film",United States of America,English Language,0.3333333333333333,0.6666666666666667,4,8
2644,118113.0,1996,3,3059,Walking and Talking,4532642,/m/0c7j26,Walking and Talking,,90.0,1,"Romantic comedy, Female buddy film, Buddy film, Indie, Comedy-drama, Drama, Comedy, Romantic drama, Romance Film",United States of America,English Language,0.3333333333333333,0.6666666666666667,3,6
2645,115639.0,1996,3,3081,Beautiful Girls,42222,/m/0bln8,Beautiful Girls,20837000.0,113.0,1,"Romance Film, Drama, Comedy",United States of America,English Language,0.5,0.5,8,8
2646,117731.0,1996,3,3402,Star Trek: First Contact,27097,/m/06r2h,Star Trek: First Contact,146027888.0,110.0,1,"Thriller, Science Fiction, Action, Time travel, Adventure",United States of America,English Language,0.3888888888888889,0.6111111111111112,7,11
2647,116421.0,1996,1,3410,"Glimmer Man, The",67427,/m/0hqtj,The Glimmer Man,46600000.0,92.0,0,"Thriller, Crime Fiction, Psychological thriller, Action/Adventure, Martial Arts Film, Action Thrillers, Action",United States of America,English Language,0.25,0.75,3,9
2648,119256.0,1996,0,3526,Hard Eight,629072,/m/02ydbz,Hard Eight,222559.0,101.0,0,"Crime Fiction, Thriller, Drama, Indie, Crime Drama",United States of America,English Language,0.23076923076923078,0.7692307692307692,3,10
2649,116426.0,1996,1,3553,"God of Cookery, The",1677820,/m/05mpj0,God of Cookery,,95.0,0,"Action, Comedy, Chinese Movies",Hong Kong,"Cantonese, Standard Cantonese",0.5,0.5,2,2
2650,116365.0,1996,3,3679,"Frighteners, The",768808,/m/039yp5,The Frighteners,29359216.0,123.0,1,"Horror, Supernatural, Cult, Fantasy, Horror Comedy, Black comedy, Comedy",United States of America,English Language,0.23076923076923078,0.7692307692307692,3,10
2651,116767.0,1996,3,3703,Kids Return,748923,/m/0381y6,Kids Return,,103.0,1,"Japanese Movies, World cinema, Crime Drama, Comedy-drama, Drama, Coming of age, Teen",Japan,Japanese Language,0.125,0.875,1,7
2652,116778.0,1996,1,3822,Kingpin,1848081,/m/060r16,Kingpin,25023434.0,117.0,0,"Cult, Buddy film, Screwball comedy, Sports, Comedy, Black comedy",United States of America,English Language,0.23076923076923078,0.7692307692307692,3,10
2653,115678.0,1996,3,3966,Big Night,453907,/m/02bf6d,Big Night,,109.0,1,"Ensemble Film, Indie, Family Drama, Comedy-drama, Period piece, Drama, Comedy",United States of America,English Language,0.3125,0.6875,5,11
2654,116683.0,1996,3,3970,James and the Giant Peach,745100,/m/037s6_,James and the Giant Peach,37734758.0,76.0,1,"Adventure, Children's/Family, Stop motion, Animation, Musical, Fantasy, Comedy, Family Film, Fantasy Comedy, Children's Fantasy",United States of America,English Language,0.36363636363636365,0.6363636363636364,4,7
2655,117509.0,1996,3,4067,Romeo + Juliet,202652,/m/01cssf,Romeo + Juliet,147554999.0,130.0,1,"Crime Fiction, Thriller, Romance Film, Drama",United States of America,English Language,0.2222222222222222,0.7777777777777778,4,14
2656,116287.0,1996,3,4353,Fear,594295,/m/02thnm,Fear,20831000.0,97.0,1,"Thriller, Drama",United States of America,English Language,0.25,0.75,3,9
2657,117968.0,1996,2,4482,Three Lives and Only One Death,7629716,/m/0kvct8,Three Lives and Only One Death,,123.0,0,"Crime Fiction, Experimental film, Comedy film, Comedy of manners, Comedy-drama, Avant-garde",France,French Language,0.2222222222222222,0.7777777777777778,4,14
2658,116996.0,1996,3,4621,Mars Attacks!,3565461,/m/09lxv9,Mars Attacks!,101370000.0,106.0,1,"Thriller, Parody, Science Fiction, Ensemble Film, Alien Film, Fantasy, Comedy, Action",United States of America,"French Language, English Language",0.3333333333333333,0.6666666666666667,8,16
2659,116277.0,1996,1,4778,"Fan, The",2448816,/m/07dvy7,The Fan,18626419.0,116.0,0,"Thriller, Sports, Psychological thriller, Crime Thriller",United States of America,English Language,0.11764705882352941,0.8823529411764706,2,15
2660,117102.0,1996,3,4822,Mr. Wrong,7517898,/m/02q25p8,Mr. Wrong,12350030.0,96.0,1,"Romantic comedy, Black comedy, Romance Film, Comedy, Slapstick",United States of America,English Language,0.5555555555555556,0.4444444444444444,5,4
2661,116650.0,1996,3,4831,Irma Vep,326124,/m/01w4s2,Irma Vep,,98.0,1,"Ensemble Film, Art film, World cinema, Comedy of manners, Satire, Drama, Comedy",France,"French Language, English Language",0.5555555555555556,0.4444444444444444,5,4
2662,116260.0,1996,3,4859,Eye for an Eye,2192765,/m/06tw0x,Eye for an Eye,26877589.0,102.0,1,"Thriller, Crime Fiction, Psychological thriller, Drama, Film adaptation, Crime Thriller",United States of America,"French Language, Korean Language, English Language, Spanish Language",0.5,0.5,6,6
2663,117979.0,1996,3,4890,"Truth About Cats &amp; Dogs, The",706370,/m/034d47,The Truth About Cats & Dogs,34073143.0,99.0,1,"Romantic comedy, Romance Film, Comedy of Errors, Comedy",United States of America,English Language,0.25,0.75,2,6
2664,115857.0,1996,1,4967,Chain Reaction,1487312,/m/0558xt,Chain Reaction,,106.0,0,"Thriller, Action/Adventure, Action, Drama",United States of America,English Language,0.2,0.8,3,12
2665,114151.0,1996,3,4972,Poison Ivy II,2810331,/m/0844xc,Poison Ivy II: Lily,,108.0,1,"Thriller, Indie, Erotic thriller, Drama, Suspense, Erotica",United States of America,English Language,0.5,0.5,3,3
